sub_category,product_id,cost_price,list_price,quantity,discount_percent,profit,discount,sales_price
Art,OFF-AR-10001246,10,10,3,5,1.0,1.0,12.0
Paper,OFF-PA-10001295,40,40,2,4,4.0,4.0,48.0
Art,OFF-AR-10001231,0,0,2,5,0.0,0.0,0.0
Storage,OFF-ST-10002743,210,230,2,2,21.0,21.0,252.0
Paper,OFF-PA-10004327,50,50,1,5,5.0,5.0,60.0
Envelopes,OFF-EN-10004773,50,60,2,3,5.0,5.0,60.0
Storage,OFF-ST-10003470,930,1120,4,4,93.0,93.0,1116.0
Chairs,FUR-CH-10003761,150,180,2,2,15.0,15.0,180.0
Paper,OFF-PA-10002230,10,10,2,4,1.0,1.0,12.0
Binders,OFF-BI-10000088,20,30,8,5,2.0,2.0,24.0
Storage,OFF-ST-10001526,410,480,4,2,41.0,41.0,492.0
Supplies,OFF-SU-10002557,10,10,1,3,1.0,1.0,12.0
Binders,OFF-BI-10003669,20,30,6,2,2.0,2.0,24.0
Labels,OFF-LA-10003510,80,90,3,3,8.0,8.0,96.0
Chairs,FUR-CH-10003746,570,670,3,3,57.0,57.0,684.0
Binders,OFF-BI-10003476,20,20,4,4,2.0,2.0,24.0
Storage,OFF-ST-10001469,240,270,5,2,24.0,24.0,288.0
Binders,OFF-BI-10001757,10,10,8,4,1.0,1.0,12.0
Phones,TEC-PH-10004875,10,10,2,3,1.0,1.0,12.0
Envelopes,OFF-EN-10001219,20,20,3,3,2.0,2.0,24.0
Paper,OFF-PA-10000019,40,40,7,3,4.0,4.0,48.0
Phones,TEC-PH-10001924,90,110,2,4,9.0,9.0,108.0
Binders,OFF-BI-10002003,10,10,5,5,1.0,1.0,12.0
Binders,OFF-BI-10003727,0,0,2,3,0.0,0.0,0.0
Art,OFF-AR-10004042,40,40,2,4,4.0,4.0,48.0
Binders,OFF-BI-10001097,10,10,3,4,1.0,1.0,12.0
Art,OFF-AR-10004344,60,70,7,3,6.0,6.0,72.0
Chairs,FUR-CH-10001802,220,250,3,5,22.0,22.0,264.0
Bookcases,FUR-BO-10004709,160,170,3,4,16.0,16.0,192.0
Phones,TEC-PH-10000455,190,230,2,3,19.0,19.0,228.0
Binders,OFF-BI-10002393,0,0,2,2,0.0,0.0,0.0
Paper,OFF-PA-10004381,100,100,2,3,10.0,10.0,120.0
Fasteners,OFF-FA-10003059,0,0,2,3,0.0,0.0,0.0
Paper,OFF-PA-10000994,540,630,6,3,54.0,54.0,648.0
Phones,TEC-PH-10002890,70,90,2,2,7.0,7.0,84.0
Art,OFF-AR-10003338,10,10,2,5,1.0,1.0,12.0
Tables,FUR-TA-10003008,70,90,1,5,7.0,7.0,84.0
Paper,OFF-PA-10001972,20,20,3,5,2.0,2.0,24.0
Chairs,FUR-CH-10000155,810,900,3,5,81.0,81.0,972.0
Art,OFF-AR-10000658,50,60,5,3,5.0,5.0,60.0
Paper,OFF-PA-10000349,10,10,3,4,1.0,1.0,12.0
Art,OFF-AR-10001446,20,20,2,4,2.0,2.0,24.0
Envelopes,OFF-EN-10004483,10,10,1,4,1.0,1.0,12.0
Binders,OFF-BI-10002012,0,0,2,4,0.0,0.0,0.0
Fasteners,OFF-FA-10003021,0,0,3,5,0.0,0.0,0.0
Phones,TEC-PH-10003356,20,20,3,2,2.0,2.0,24.0
Binders,OFF-BI-10004728,20,30,7,2,2.0,2.0,24.0
Storage,OFF-ST-10000078,1220,1330,5,2,122.0,122.0,1464.0
Bookcases,FUR-BO-10003034,310,330,3,2,31.0,31.0,372.0
Art,OFF-AR-10003514,20,20,5,5,2.0,2.0,24.0
Chairs,FUR-CH-10001708,1160,1270,9,2,116.0,116.0,1392.0
Bookcases,FUR-BO-10002598,220,280,4,2,22.0,22.0,264.0
Art,OFF-AR-10001022,10,10,2,2,1.0,1.0,12.0
Storage,OFF-ST-10004459,320,380,1,2,32.0,32.0,384.0
Paper,OFF-PA-10004381,90,100,2,5,9.0,9.0,108.0
Binders,OFF-BI-10000050,10,10,2,5,1.0,1.0,12.0
Fasteners,OFF-FA-10000304,0,0,2,3,0.0,0.0,0.0
Labels,OFF-LA-10002475,30,30,4,2,3.0,3.0,36.0
Binders,OFF-BI-10001989,100,120,7,5,10.0,10.0,120.0
Furnishings,FUR-FU-10000732,20,20,3,4,2.0,2.0,24.0
Art,OFF-AR-10004441,10,10,3,3,1.0,1.0,12.0
Paper,OFF-PA-10000304,10,10,2,2,1.0,1.0,12.0
Appliances,OFF-AP-10002670,60,70,1,4,6.0,6.0,72.0
Phones,TEC-PH-10001527,80,90,2,3,8.0,8.0,96.0
Art,OFF-AR-10002335,20,20,7,2,2.0,2.0,24.0
Paper,OFF-PA-10003641,70,80,3,5,7.0,7.0,84.0
Furnishings,FUR-FU-10002685,30,40,2,4,3.0,3.0,36.0
Binders,OFF-BI-10001308,0,0,2,2,0.0,0.0,0.0
Fasteners,OFF-FA-10003485,20,20,9,2,2.0,2.0,24.0
Phones,TEC-PH-10003357,50,60,1,3,5.0,5.0,60.0
Appliances,OFF-AP-10002867,60,70,1,2,6.0,6.0,72.0
Chairs,FUR-CH-10004477,40,50,1,3,4.0,4.0,48.0
Art,OFF-AR-10001427,20,20,3,5,2.0,2.0,24.0
Storage,OFF-ST-10002344,210,240,3,4,21.0,21.0,252.0
Binders,OFF-BI-10000301,10,10,4,5,1.0,1.0,12.0
Phones,TEC-PH-10001944,430,470,4,2,43.0,43.0,516.0
Phones,TEC-PH-10001527,110,130,3,2,11.0,11.0,132.0
Paper,OFF-PA-10001307,10,10,2,4,1.0,1.0,12.0
Accessories,TEC-AC-10004571,190,200,2,5,19.0,19.0,228.0
Chairs,FUR-CH-10001973,100,110,1,3,10.0,10.0,120.0
Chairs,FUR-CH-10000513,170,210,2,4,17.0,17.0,204.0
Paper,OFF-PA-10002421,40,40,2,5,4.0,4.0,48.0
Furnishings,FUR-FU-10004090,30,40,2,3,3.0,3.0,36.0
Paper,OFF-PA-10004071,70,90,2,3,7.0,7.0,84.0
Paper,OFF-PA-10002246,10,10,2,2,1.0,1.0,12.0
Accessories,TEC-AC-10003198,630,720,9,2,63.0,63.0,756.0
Binders,OFF-BI-10001031,20,20,5,3,2.0,2.0,24.0
Binders,OFF-BI-10003727,10,10,2,5,1.0,1.0,12.0
Phones,TEC-PH-10001336,700,770,6,4,70.0,70.0,840.0
Supplies,OFF-SU-10001664,20,20,3,4,2.0,2.0,24.0
Appliances,OFF-AP-10003971,0,0,2,3,0.0,0.0,0.0
Accessories,TEC-AC-10000199,20,20,4,3,2.0,2.0,24.0
Labels,OFF-LA-10001045,10,10,2,4,1.0,1.0,12.0
Storage,OFF-ST-10003442,70,80,3,4,7.0,7.0,84.0
Fasteners,OFF-FA-10003059,10,10,5,3,1.0,1.0,12.0
Labels,OFF-LA-10001175,10,10,5,4,1.0,1.0,12.0
Paper,OFF-PA-10003441,20,20,3,5,2.0,2.0,24.0
Chairs,FUR-CH-10004287,1080,1330,6,3,108.0,108.0,1296.0
Binders,OFF-BI-10004040,0,0,2,5,0.0,0.0,0.0
Binders,OFF-BI-10004022,10,10,3,2,1.0,1.0,12.0
Phones,TEC-PH-10002200,590,690,4,4,59.0,59.0,708.0
Binders,OFF-BI-10001120,1630,1890,5,5,163.0,163.0,1956.0
Envelopes,OFF-EN-10000461,60,60,8,3,6.0,6.0,72.0
Labels,OFF-LA-10004008,20,20,8,3,2.0,2.0,24.0
Furnishings,FUR-FU-10000221,20,20,5,3,2.0,2.0,24.0
Binders,OFF-BI-10000962,40,50,4,3,4.0,4.0,48.0
Appliances,OFF-AP-10000390,40,50,1,3,4.0,4.0,48.0
Binders,OFF-BI-10000014,10,10,4,4,1.0,1.0,12.0
Phones,TEC-PH-10004120,100,110,1,3,10.0,10.0,120.0
Paper,OFF-PA-10002764,50,60,5,3,5.0,5.0,60.0
Accessories,TEC-AC-10000736,70,80,1,2,7.0,7.0,84.0
Supplies,OFF-SU-10000898,60,70,5,3,6.0,6.0,72.0
Paper,OFF-PA-10004327,150,190,4,4,15.0,15.0,180.0
Paper,OFF-PA-10000143,10,10,2,3,1.0,1.0,12.0
Accessories,TEC-AC-10002550,50,50,3,2,5.0,5.0,60.0
Storage,OFF-ST-10003306,610,710,5,5,61.0,61.0,732.0
Machines,TEC-MA-10000045,1930,2320,2,5,193.0,193.0,2316.0
Storage,OFF-ST-10001505,20,20,3,4,2.0,2.0,24.0
Binders,OFF-BI-10004781,10,10,1,3,1.0,1.0,12.0
Phones,TEC-PH-10002680,750,790,6,5,75.0,75.0,900.0
Binders,OFF-BI-10000848,0,0,3,4,0.0,0.0,0.0
Bookcases,FUR-BO-10004467,190,210,7,5,19.0,19.0,228.0
Binders,OFF-BI-10001670,30,30,3,4,3.0,3.0,36.0
Storage,OFF-ST-10000136,200,220,7,3,20.0,20.0,240.0
Phones,TEC-PH-10004522,190,210,6,3,19.0,19.0,228.0
Furnishings,FUR-FU-10002960,30,40,7,2,3.0,3.0,36.0
Phones,TEC-PH-10002584,1250,1500,4,5,125.0,125.0,1500.0
Furnishings,FUR-FU-10002505,10,10,3,2,1.0,1.0,12.0
Accessories,TEC-AC-10003832,640,770,3,2,64.0,64.0,768.0
Supplies,OFF-SU-10002537,20,20,2,5,2.0,2.0,24.0
Supplies,OFF-SU-10003505,330,350,3,3,33.0,33.0,396.0
Accessories,TEC-AC-10001465,60,70,2,4,6.0,6.0,72.0
Accessories,TEC-AC-10003832,690,770,3,2,69.0,69.0,828.0
Furnishings,FUR-FU-10003731,30,40,4,2,3.0,3.0,36.0
Binders,OFF-BI-10004828,30,30,2,3,3.0,3.0,36.0
Phones,TEC-PH-10003012,390,460,3,3,39.0,39.0,468.0
Appliances,OFF-AP-10002311,120,140,2,2,12.0,12.0,144.0
Chairs,FUR-CH-10004626,280,300,3,2,28.0,28.0,336.0
Accessories,TEC-AC-10001606,210,240,3,2,21.0,21.0,252.0
Art,OFF-AR-10001216,10,10,3,4,1.0,1.0,12.0
Supplies,OFF-SU-10001664,10,10,1,4,1.0,1.0,12.0
Binders,OFF-BI-10002498,110,120,8,3,11.0,11.0,132.0
Chairs,FUR-CH-10003968,180,210,3,4,18.0,18.0,216.0
Appliances,OFF-AP-10002765,30,30,1,2,3.0,3.0,36.0
Bookcases,FUR-BO-10004690,610,690,5,5,61.0,61.0,732.0
Tables,FUR-TA-10000688,530,650,3,3,53.0,53.0,636.0
Accessories,TEC-AC-10003441,30,30,2,4,3.0,3.0,36.0
Accessories,TEC-AC-10003610,220,240,5,3,22.0,22.0,264.0
Tables,FUR-TA-10001520,190,200,4,4,19.0,19.0,228.0
Phones,TEC-PH-10001817,680,720,2,2,68.0,68.0,816.0
Binders,OFF-BI-10004492,200,220,7,5,20.0,20.0,240.0
Paper,OFF-PA-10002421,60,70,3,3,6.0,6.0,72.0
Appliances,OFF-AP-10000055,120,130,4,5,12.0,12.0,144.0
Furnishings,FUR-FU-10000965,410,470,9,4,41.0,41.0,492.0
Paper,OFF-PA-10001363,50,60,5,2,5.0,5.0,60.0
Storage,OFF-ST-10001496,680,720,4,3,68.0,68.0,816.0
Binders,OFF-BI-10004656,10,10,3,2,1.0,1.0,12.0
Art,OFF-AR-10001227,10,10,5,2,1.0,1.0,12.0
Binders,OFF-BI-10002071,10,10,7,5,1.0,1.0,12.0
Accessories,TEC-AC-10004901,80,80,2,2,8.0,8.0,96.0
Paper,OFF-PA-10001776,20,20,2,3,2.0,2.0,24.0
Envelopes,OFF-EN-10000483,20,20,2,3,2.0,2.0,24.0
Paper,OFF-PA-10003129,180,200,4,4,18.0,18.0,216.0
Accessories,TEC-AC-10003198,360,400,5,2,36.0,36.0,432.0
Art,OFF-AR-10001246,10,10,3,3,1.0,1.0,12.0
Bookcases,FUR-BO-10003272,1170,1350,9,3,117.0,117.0,1404.0
Paper,OFF-PA-10002606,30,30,5,5,3.0,3.0,36.0
Storage,OFF-ST-10002486,40,40,6,3,4.0,4.0,48.0
Binders,OFF-BI-10004330,80,100,9,2,8.0,8.0,96.0
Phones,TEC-PH-10000560,600,700,2,2,60.0,60.0,720.0
Storage,OFF-ST-10000060,530,580,9,4,53.0,53.0,636.0
Binders,OFF-BI-10003684,40,40,2,3,4.0,4.0,48.0
Phones,TEC-PH-10000441,310,380,3,2,31.0,31.0,372.0
Furnishings,FUR-FU-10000723,100,120,3,5,10.0,10.0,120.0
Phones,TEC-PH-10004977,350,390,2,3,35.0,35.0,420.0
Accessories,TEC-AC-10002001,350,380,3,3,35.0,35.0,420.0
Tables,FUR-TA-10001889,1510,1780,7,2,151.0,151.0,1812.0
Art,OFF-AR-10003504,20,20,5,5,2.0,2.0,24.0
Copiers,TEC-CO-10001571,500,550,1,3,50.0,50.0,600.0
Appliances,OFF-AP-10002495,150,170,3,5,15.0,15.0,180.0
Envelopes,OFF-EN-10002500,40,40,3,3,4.0,4.0,48.0
Furnishings,FUR-FU-10002088,50,50,6,3,5.0,5.0,60.0
Phones,TEC-PH-10001128,270,300,2,3,27.0,27.0,324.0
Storage,OFF-ST-10000649,50,60,4,3,5.0,5.0,60.0
Binders,OFF-BI-10002103,10,10,2,2,1.0,1.0,12.0
Tables,FUR-TA-10001705,610,740,5,2,61.0,61.0,732.0
Storage,OFF-ST-10004634,30,40,5,5,3.0,3.0,36.0
Tables,FUR-TA-10004442,380,400,2,5,38.0,38.0,456.0
Binders,OFF-BI-10002949,20,20,3,5,2.0,2.0,24.0
Bookcases,FUR-BO-10002213,300,360,3,2,30.0,30.0,360.0
Storage,OFF-ST-10001325,10,10,1,5,1.0,1.0,12.0
Paper,OFF-PA-10003441,20,20,4,5,2.0,2.0,24.0
Accessories,TEC-AC-10004209,30,40,4,2,3.0,3.0,36.0
Paper,OFF-PA-10000501,50,60,3,5,5.0,5.0,60.0
Paper,OFF-PA-10003656,100,110,4,3,10.0,10.0,120.0
Binders,OFF-BI-10001107,10,10,2,5,1.0,1.0,12.0
Phones,TEC-PH-10000562,390,470,7,4,39.0,39.0,468.0
Accessories,TEC-AC-10001101,10,10,1,4,1.0,1.0,12.0
Binders,OFF-BI-10003529,0,0,3,2,0.0,0.0,0.0
Paper,OFF-PA-10001752,10,10,2,2,1.0,1.0,12.0
Envelopes,OFF-EN-10001141,10,10,1,5,1.0,1.0,12.0
Fasteners,OFF-FA-10003472,0,0,3,3,0.0,0.0,0.0
Storage,OFF-ST-10004507,50,50,3,2,5.0,5.0,60.0
Appliances,OFF-AP-10004036,10,10,4,2,1.0,1.0,12.0
Tables,FUR-TA-10004086,170,210,5,5,17.0,17.0,204.0
Phones,TEC-PH-10000307,30,40,4,4,3.0,3.0,36.0
Furnishings,FUR-FU-10002088,10,10,3,3,1.0,1.0,12.0
Binders,OFF-BI-10004965,0,0,2,2,0.0,0.0,0.0
Storage,OFF-ST-10002485,30,40,2,3,3.0,3.0,36.0
Binders,OFF-BI-10002194,20,20,3,4,2.0,2.0,24.0
Art,OFF-AR-10003732,0,0,2,3,0.0,0.0,0.0
Paper,OFF-PA-10002195,10,10,1,5,1.0,1.0,12.0
Paper,OFF-PA-10002365,20,20,3,3,2.0,2.0,24.0
Paper,OFF-PA-10001950,40,40,6,5,4.0,4.0,48.0
Accessories,TEC-AC-10004633,20,20,3,2,2.0,2.0,24.0
Chairs,FUR-CH-10002439,170,190,4,4,17.0,17.0,204.0
Accessories,TEC-AC-10000682,70,70,4,2,7.0,7.0,84.0
Art,OFF-AR-10004078,30,40,9,5,3.0,3.0,36.0
Art,OFF-AR-10001958,70,70,5,4,7.0,7.0,84.0
Envelopes,OFF-EN-10001335,50,50,6,4,5.0,5.0,60.0
Storage,OFF-ST-10003479,170,190,6,2,17.0,17.0,204.0
Paper,OFF-PA-10003016,10,10,4,2,1.0,1.0,12.0
Furnishings,FUR-FU-10001025,20,20,9,5,2.0,2.0,24.0
Paper,OFF-PA-10003936,20,20,3,4,2.0,2.0,24.0
Binders,OFF-BI-10004140,10,10,3,5,1.0,1.0,12.0
Labels,OFF-LA-10004178,0,0,1,2,0.0,0.0,0.0
Storage,OFF-ST-10003324,30,40,1,3,3.0,3.0,36.0
Fasteners,OFF-FA-10004854,20,30,3,5,2.0,2.0,24.0
Machines,TEC-MA-10002859,570,630,7,4,57.0,57.0,684.0
Binders,OFF-BI-10000088,80,80,9,4,8.0,8.0,96.0
Storage,OFF-ST-10004180,210,230,5,5,21.0,21.0,252.0
Accessories,TEC-AC-10002926,90,100,2,3,9.0,9.0,108.0
Paper,OFF-PA-10003797,20,20,3,3,2.0,2.0,24.0
Paper,OFF-PA-10002195,10,10,2,4,1.0,1.0,12.0
Tables,FUR-TA-10001039,370,460,9,5,37.0,37.0,444.0
Envelopes,OFF-EN-10001099,60,70,7,5,6.0,6.0,72.0
Machines,TEC-MA-10003979,2300,2800,4,4,230.0,230.0,2760.0
Appliances,OFF-AP-10002945,500,600,2,3,50.0,50.0,600.0
Phones,TEC-PH-10001536,20,20,1,3,2.0,2.0,24.0
Phones,TEC-PH-10000526,260,290,3,4,26.0,26.0,312.0
Paper,OFF-PA-10000213,30,40,9,5,3.0,3.0,36.0
Furnishings,FUR-FU-10002501,90,100,8,3,9.0,9.0,108.0
Phones,TEC-PH-10001819,90,110,3,2,9.0,9.0,108.0
Appliances,OFF-AP-10001962,50,60,7,4,5.0,5.0,60.0
Binders,OFF-BI-10003364,80,90,4,4,8.0,8.0,96.0
Fasteners,OFF-FA-10002983,20,20,5,4,2.0,2.0,24.0
Binders,OFF-BI-10002432,10,10,2,5,1.0,1.0,12.0
Furnishings,FUR-FU-10003096,30,30,4,2,3.0,3.0,36.0
Envelopes,OFF-EN-10001539,20,20,3,2,2.0,2.0,24.0
Paper,OFF-PA-10004996,40,50,5,5,4.0,4.0,48.0
Accessories,TEC-AC-10001956,110,120,2,3,11.0,11.0,132.0
Chairs,FUR-CH-10000454,1250,1320,6,5,125.0,125.0,1500.0
Supplies,OFF-SU-10000946,50,60,8,2,5.0,5.0,60.0
Binders,OFF-BI-10004140,0,0,1,5,0.0,0.0,0.0
Furnishings,FUR-FU-10003039,90,90,2,2,9.0,9.0,108.0
Storage,OFF-ST-10000464,110,140,4,3,11.0,11.0,132.0
Appliances,OFF-AP-10000252,40,50,4,5,4.0,4.0,48.0
Furnishings,FUR-FU-10001731,10,10,4,5,1.0,1.0,12.0
Chairs,FUR-CH-10001394,730,840,3,5,73.0,73.0,876.0
Phones,TEC-PH-10001578,970,1210,3,2,97.0,97.0,1164.0
Storage,OFF-ST-10000675,60,70,2,5,6.0,6.0,72.0
Storage,OFF-ST-10002352,30,40,5,4,3.0,3.0,36.0
Binders,OFF-BI-10004528,0,0,1,4,0.0,0.0,0.0
Art,OFF-AR-10001026,10,10,3,4,1.0,1.0,12.0
Binders,OFF-BI-10002215,30,30,4,5,3.0,3.0,36.0
Furnishings,FUR-FU-10000305,190,210,3,2,19.0,19.0,228.0
Phones,TEC-PH-10002584,940,1000,2,3,94.0,94.0,1128.0
Chairs,FUR-CH-10000229,510,570,3,4,51.0,51.0,612.0
Furnishings,FUR-FU-10003799,10,10,2,2,1.0,1.0,12.0
Phones,TEC-PH-10001700,90,110,2,5,9.0,9.0,108.0
Phones,TEC-PH-10001527,60,70,2,5,6.0,6.0,72.0
Bookcases,FUR-BO-10002916,1290,1370,8,3,129.0,129.0,1548.0
Chairs,FUR-CH-10000863,270,300,2,2,27.0,27.0,324.0
Chairs,FUR-CH-10003968,150,170,3,2,15.0,15.0,180.0
Art,OFF-AR-10001149,0,0,2,2,0.0,0.0,0.0
Paper,OFF-PA-10000130,10,10,3,4,1.0,1.0,12.0
Paper,OFF-PA-10002479,20,20,3,3,2.0,2.0,24.0
Chairs,FUR-CH-10004997,500,560,3,3,50.0,50.0,600.0
Storage,OFF-ST-10004950,50,60,3,3,5.0,5.0,60.0
Storage,OFF-ST-10001490,500,540,3,4,50.0,50.0,600.0
Chairs,FUR-CH-10002024,3010,3500,5,2,301.0,301.0,3612.0
Paper,OFF-PA-10001790,110,140,3,2,11.0,11.0,132.0
Paper,OFF-PA-10000994,280,310,3,4,28.0,28.0,336.0
Art,OFF-AR-10002399,0,0,1,5,0.0,0.0,0.0
Binders,OFF-BI-10002799,0,0,2,4,0.0,0.0,0.0
Bookcases,FUR-BO-10004360,300,330,3,5,30.0,30.0,360.0
Binders,OFF-BI-10002082,50,50,2,5,5.0,5.0,60.0
Binders,OFF-BI-10004967,0,0,3,2,0.0,0.0,0.0
Furnishings,FUR-FU-10004973,40,40,2,3,4.0,4.0,48.0
Phones,TEC-PH-10003645,210,260,2,4,21.0,21.0,252.0
Appliances,OFF-AP-10004980,70,80,2,2,7.0,7.0,84.0
Paper,OFF-PA-10003797,40,50,7,5,4.0,4.0,48.0
Binders,OFF-BI-10003707,50,50,3,2,5.0,5.0,60.0
Storage,OFF-ST-10000885,30,40,3,5,3.0,3.0,36.0
Binders,OFF-BI-10002827,40,40,7,5,4.0,4.0,48.0
Storage,OFF-ST-10004459,1690,1800,6,2,169.0,169.0,2028.0
Phones,TEC-PH-10002789,640,750,8,5,64.0,64.0,768.0
Accessories,TEC-AC-10001314,170,200,4,5,17.0,17.0,204.0
Chairs,FUR-CH-10000015,1280,1520,7,2,128.0,128.0,1536.0
Accessories,TEC-AC-10004855,140,170,6,2,14.0,14.0,168.0
Art,OFF-AR-10003582,50,50,2,3,5.0,5.0,60.0
Envelopes,OFF-EN-10003448,20,20,2,4,2.0,2.0,24.0
Furnishings,FUR-FU-10003773,380,400,5,5,38.0,38.0,456.0
Paper,OFF-PA-10001363,80,90,7,2,8.0,8.0,96.0
Art,OFF-AR-10004757,10,10,4,2,1.0,1.0,12.0
Binders,OFF-BI-10000309,50,50,3,4,5.0,5.0,60.0
Envelopes,OFF-EN-10001434,150,160,3,5,15.0,15.0,180.0
Phones,TEC-PH-10003988,30,40,5,5,3.0,3.0,36.0
Supplies,OFF-SU-10000151,3420,3930,3,5,342.0,342.0,4104.0
Fasteners,OFF-FA-10001332,0,0,1,3,0.0,0.0,0.0
Phones,TEC-PH-10000895,370,430,3,2,37.0,37.0,444.0
Accessories,TEC-AC-10002857,30,40,7,5,3.0,3.0,36.0
Furnishings,FUR-FU-10004018,100,100,7,4,10.0,10.0,120.0
Storage,OFF-ST-10003638,60,70,3,4,6.0,6.0,72.0
Art,OFF-AR-10004685,10,10,2,3,1.0,1.0,12.0
Storage,OFF-ST-10001713,100,110,2,3,10.0,10.0,120.0
Fasteners,OFF-FA-10000490,0,0,1,4,0.0,0.0,0.0
Labels,OFF-LA-10002043,20,20,2,4,2.0,2.0,24.0
Paper,OFF-PA-10002464,30,30,5,3,3.0,3.0,36.0
Envelopes,OFF-EN-10002504,30,30,1,2,3.0,3.0,36.0
Storage,OFF-ST-10002615,440,470,3,3,44.0,44.0,528.0
Storage,OFF-ST-10004258,40,40,3,2,4.0,4.0,48.0
Storage,OFF-ST-10004507,50,50,3,5,5.0,5.0,60.0
Labels,OFF-LA-10000262,10,10,3,2,1.0,1.0,12.0
Art,OFF-AR-10002445,30,40,5,2,3.0,3.0,36.0
Paper,OFF-PA-10001667,20,30,5,2,2.0,2.0,24.0
Envelopes,OFF-EN-10000461,20,20,2,3,2.0,2.0,24.0
Paper,OFF-PA-10002254,70,80,3,3,7.0,7.0,84.0
Art,OFF-AR-10001868,10,10,5,3,1.0,1.0,12.0
Chairs,FUR-CH-10004875,430,500,7,2,43.0,43.0,516.0
Bookcases,FUR-BO-10000711,200,210,3,3,20.0,20.0,240.0
Appliances,OFF-AP-10000938,640,710,7,3,64.0,64.0,768.0
Phones,TEC-PH-10003555,100,110,5,5,10.0,10.0,120.0
Binders,OFF-BI-10001267,40,40,7,5,4.0,4.0,48.0
Paper,OFF-PA-10004071,140,170,3,3,14.0,14.0,168.0
Binders,OFF-BI-10001553,30,40,5,3,3.0,3.0,36.0
Binders,OFF-BI-10003007,160,190,6,5,16.0,16.0,192.0
Bookcases,FUR-BO-10003272,330,350,2,3,33.0,33.0,396.0
Paper,OFF-PA-10001033,60,80,2,2,6.0,6.0,72.0
Binders,OFF-BI-10001553,10,10,2,2,1.0,1.0,12.0
Tables,FUR-TA-10001095,570,700,5,4,57.0,57.0,684.0
Furnishings,FUR-FU-10001185,30,30,1,4,3.0,3.0,36.0
Binders,OFF-BI-10000343,30,30,7,5,3.0,3.0,36.0
Chairs,FUR-CH-10004626,530,610,6,3,53.0,53.0,636.0
Tables,FUR-TA-10001768,200,210,1,5,20.0,20.0,240.0
Appliances,OFF-AP-10001947,40,50,3,4,4.0,4.0,48.0
Furnishings,FUR-FU-10004952,130,160,3,4,13.0,13.0,156.0
Bookcases,FUR-BO-10001337,310,360,3,2,31.0,31.0,372.0
Accessories,TEC-AC-10003628,50,60,2,5,5.0,5.0,60.0
Storage,OFF-ST-10004186,270,330,3,2,27.0,27.0,324.0
Binders,OFF-BI-10001658,40,40,2,3,4.0,4.0,48.0
Supplies,OFF-SU-10004737,10,10,2,5,1.0,1.0,12.0
Binders,OFF-BI-10002827,0,0,3,2,0.0,0.0,0.0
Binders,OFF-BI-10003694,10,10,1,3,1.0,1.0,12.0
Tables,FUR-TA-10001691,130,140,2,4,13.0,13.0,156.0
Phones,TEC-PH-10001918,300,330,3,5,30.0,30.0,360.0
Binders,OFF-BI-10000285,10,10,2,4,1.0,1.0,12.0
Appliances,OFF-AP-10000358,20,20,8,2,2.0,2.0,24.0
Accessories,TEC-AC-10002345,30,40,3,3,3.0,3.0,36.0
Fasteners,OFF-FA-10001229,10,10,4,4,1.0,1.0,12.0
Accessories,TEC-AC-10001314,220,250,5,2,22.0,22.0,264.0
Paper,OFF-PA-10004438,40,50,4,2,4.0,4.0,48.0
Appliances,OFF-AP-10000026,150,180,3,5,15.0,15.0,180.0
Binders,OFF-BI-10004224,90,110,2,2,9.0,9.0,108.0
Chairs,FUR-CH-10002647,90,100,2,2,9.0,9.0,108.0
Furnishings,FUR-FU-10003247,30,30,2,3,3.0,3.0,36.0
Paper,OFF-PA-10003270,10,10,2,5,1.0,1.0,12.0
Paper,OFF-PA-10004735,30,40,6,3,3.0,3.0,36.0
Paper,OFF-PA-10001745,30,40,5,4,3.0,3.0,36.0
Paper,OFF-PA-10000176,50,50,3,3,5.0,5.0,60.0
Phones,TEC-PH-10000675,170,200,3,3,17.0,17.0,204.0
Binders,OFF-BI-10000050,0,0,2,5,0.0,0.0,0.0
Tables,FUR-TA-10004154,170,200,1,4,17.0,17.0,204.0
Accessories,TEC-AC-10002718,40,50,4,2,4.0,4.0,48.0
Art,OFF-AR-10003179,20,20,3,2,2.0,2.0,24.0
Paper,OFF-PA-10001838,10,10,2,3,1.0,1.0,12.0
Paper,OFF-PA-10004039,150,170,3,3,15.0,15.0,180.0
Appliances,OFF-AP-10001626,0,0,1,5,0.0,0.0,0.0
Machines,TEC-MA-10003173,40,50,4,3,4.0,4.0,48.0
Furnishings,FUR-FU-10000260,30,30,4,5,3.0,3.0,36.0
Appliances,OFF-AP-10004487,360,410,5,4,36.0,36.0,432.0
Furnishings,FUR-FU-10001487,30,30,4,3,3.0,3.0,36.0
Tables,FUR-TA-10001520,370,400,7,3,37.0,37.0,444.0
Binders,OFF-BI-10000145,0,0,4,2,0.0,0.0,0.0
Chairs,FUR-CH-10000595,670,720,3,4,67.0,67.0,804.0
Accessories,TEC-AC-10004469,150,160,4,2,15.0,15.0,180.0
Accessories,TEC-AC-10003038,30,40,5,5,3.0,3.0,36.0
Chairs,FUR-CH-10004698,310,340,6,4,31.0,31.0,372.0
Paper,OFF-PA-10003641,90,110,4,3,9.0,9.0,108.0
Accessories,TEC-AC-10002134,10,10,1,3,1.0,1.0,12.0
Storage,OFF-ST-10001837,80,90,2,3,8.0,8.0,96.0
Furnishings,FUR-FU-10001706,10,10,2,4,1.0,1.0,12.0
